SERVICE_KEY,STOP_HOURS,FROM_LOCATION_ID,TO_LOCATION_ID,COUNT,P05,P25,P50,P75,P95
U,14,5104,5110,50,24,27,29,30.75,33.55
U,14,5105,5103,51,22,25,29,42.5,56
U,14,5107,5105,28,21,25,32,43.75,68.94999999999999
U,14,5110,5112,28,21,25,31,42,46.3
U,14,5113,5107,47,21,22,24,27,33
U,14,5114,5113,29,21,24,30,35,49.199999999999996
U,14,5118,5123,50,27,29,34,39,58.19999999999999
U,14,5119,5114,44,21,23,24,27,31
U,14,5122,5119,30,21,22,24,36.5,44.55
U,14,5123,5045,32,34.349999999999994,54.75,70.5,89.25,109.44999999999999
U,14,5125,5122,24,21,21,22.5,28,54.89999999999996
U,14,5127,5125,52,24.55,40.75,67,98.5,120.34999999999998
U,14,5132,5135,24,21.150000000000002,22,23.5,24,27.849999999999998
U,14,5133,5127,51,22,23.5,25,27.5,31
U,14,5135,5138,62,25.05,38,63,82,99.85
U,14,5139,5136,52,26.1,29,31.5,33.25,43
U,14,5140,5139,52,22.55,27,29,36,72.35
U,14,5144,5140,33,21,21,22,25,27
U,14,5145,5052,35,21,23.5,36,44,60.39999999999998
U,14,5146,10853,38,29.85,33,38,41,58
U,14,5148,5150,26,32.5,37,40,43.75,50
U,14,5239,142,26,26.25,28.25,31,33.75,37.75
U,14,5253,7310,26,24.25,27,29.5,33,42.5
U,14,5377,10495,25,37.2,52,72,83,104.6
U,14,5379,5377,25,26,33,40,48,68.99999999999996
U,14,5390,5466,50,28,36.75,67.5,92.5,122.55
U,14,5391,5481,34,23.65,26,29,33,37.69999999999999
U,14,5392,12953,33,21,22,24,25,28.599999999999994
U,14,5394,5503,22,21,22,23.5,31.5,42.74999999999999
U,14,5395,5433,38,30.7,35,37,39,50.19999999999999
U,14,5397,13031,39,38.900000000000006,44.5,62,71,88.2
U,14,5398,9792,50,31,35,39.5,47,66.84999999999998
U,14,5404,5494,51,24.5,29,31,36.5,51
U,14,5407,5493,34,22.65,26,28,33.75,46.799999999999955
U,14,5410,5397,39,34.800000000000004,38,42,46,54.400000000000006
U,14,5411,12957,48,23.35,30.5,58.5,92.5,125.6
U,14,5414,10910,50,25.450000000000003,30,41.5,54.75,65.29999999999998
U,14,5415,5414,50,25,27,30,38.75,44.64999999999999
U,14,5417,5415,26,21,22,23,25,34.5
U,14,5418,5421,31,21.5,23.5,26,36,45.5
U,14,5423,5425,51,25.5,33,57,70.5,107
U,14,5424,5422,30,21.450000000000003,23.25,25.5,30.75,44.55
U,14,5425,12950,52,23,27,29,33,38.449999999999996
U,14,5428,5426,38,26.85,32.25,47,65.5,105.35
U,14,5431,5432,43,21,23,25,27,29.799999999999997
U,14,5432,5436,52,32.300000000000004,38.75,42,48.5,65.89999999999999
U,14,5433,12943,35,21.7,23,25,27,32.89999999999999
U,14,5436,5439,52,24.55,28,30,33.25,39
U,14,5439,5444,52,37.099999999999994,44.75,51,77,87.89999999999999
U,14,5442,12949,38,21.85,25,27,29,32.3
U,14,5443,5442,29,21,22,24,27,28.599999999999998
U,14,5444,5445,24,21,22,24,26.25,31.699999999999996
U,14,5445,5448,36,21,22,24.5,26,28
U,14,5446,5443,32,21,23.75,29,54.75,83.5
U,14,5448,5452,39,31.700000000000003,35,38,42,56.1
U,14,5452,5454,38,22,27.25,44.5,68.75,82.44999999999999
U,14,5453,11071,38,24,26,27.5,29,32
U,14,5454,5458,36,23,25,27,29.25,33.75
U,14,5455,5453,38,24,26.25,30,33,36.3
U,14,5457,5455,39,21,22,24,33.5,48.00000000000003
U,14,5458,12954,25,21,22,24,25,28.799999999999997
U,14,5461,5463,26,21,22,23,26,30.75
U,14,5462,13547,50,23,26,29,31,35.64999999999999
U,14,5464,5462,24,21,21,22,24.25,34
U,14,5465,5467,39,30.700000000000003,42,58,76,96.30000000000001
U,14,5467,5468,39,32.8,43.5,55,65,92
U,14,5469,5390,47,21,23.5,24,26,31.49999999999998
U,14,5471,5475,35,21.7,22.5,24,28.5,35.3
U,14,5472,12397,50,36.45,44,62.5,92,115.64999999999999
U,14,5476,13523,23,21,21,22,24,36.49999999999999
U,14,5477,5478,39,24.9,32,45,56.5,70.1
U,14,5478,5480,33,21,23,25,27,31.4
U,14,5479,5476,24,21,22,23,25,29.849999999999998
U,14,5480,5392,37,23,24,25,28,32.59999999999999
U,14,5481,5479,37,24,29,37,58,70
U,14,5487,5489,47,21,23,24,26,31.799999999999983
U,14,5489,5491,46,28,42,56.5,83.25,100.25
U,14,5491,5404,52,34,37,41,44,47
U,14,5492,5488,36,22.75,26,29,32,33.5
U,14,5493,8851,35,21,24.5,27,28,30
U,14,5494,12961,48,21,23,25,28,30
U,14,5495,5410,52,23,26,29,34,52.14999999999997
U,14,5498,7898,51,44.5,56.5,68,75,98
U,14,5502,13596,32,21,22,23,25.25,28.45
U,14,5846,3669,52,57,62.75,67.5,80.25,108
U,14,6013,8986,38,49.349999999999994,71.25,83,113.5,139.45
U,14,6014,8414,38,24,29,33.5,47.75,60.15
U,14,611,6220,21,28,38,47,62,71
U,14,6137,6169,25,21,23,24,30,35.599999999999994
U,14,6143,6144,31,21,24,26,32.5,41
U,14,6144,5416,34,21,24,25,27,29.349999999999994
U,14,6158,6160,38,22.849999999999998,30,33,37.5,156.95
U,14,6160,6137,48,24.35,27,30,46,61.949999999999996
U,14,6165,6166,52,26,40.25,61,79,119.04999999999995
U,14,6166,6167,31,21,22,24,25,31
U,14,6169,9600,52,37.099999999999994,52,67.5,86,122.04999999999995
U,14,6170,6171,42,22,27,32.5,45.5,51
U,14,6171,6173,40,23.95,30,37,44.25,52.099999999999994
U,14,6173,8935,50,24.45,29.25,33,48.75,73.64999999999999
U,14,6216,10425,25,22,23,26,28,55.599999999999994
U,14,6218,6240,21,22,23,25,28,43
U,14,6220,6232,25,22.2,26,32,41,60.8
U,14,6227,6235,26,24.25,26,28.5,33.75,51.5
U,14,6232,6218,26,21.5,25.75,35,40.25,86.25
U,14,6237,7188,26,31.25,33,43.5,63.75,84.25
U,14,6242,6216,26,22.25,25,27,29,40.25
U,14,625,611,24,80.50000000000001,99.5,122.5,150.5,218.04999999999998
U,14,627,12374,26,23.5,27,28.5,35,60.5
U,14,629,656,26,27,28.25,30,33.75,36
U,14,631,629,26,30,33,35.5,44.75,61.5
U,14,633,627,26,32.5,36.25,41.5,56.25,83.25
U,14,634,631,26,36,40.25,44,58.5,81.25
U,14,635,634,26,29,32.25,36,45.5,65.75
U,14,6398,8134,50,29.450000000000003,55.25,67,79,113.99999999999994
U,14,6400,10189,26,47,52.25,55,57,63
U,14,6427,6398,32,21,23.75,25.5,41.5,54.25
U,14,6442,460,39,21.9,25,29,32,37.80000000000001
U,14,6443,6445,46,22,24.5,30,32,37
U,14,6444,6442,50,23.9,37,42,49.75,69.19999999999999
U,14,6445,6447,43,22,24,29,35.5,50.9
U,14,6446,6444,28,22,22.75,24,26,33.24999999999999
U,14,6447,7897,52,30.55,36.75,43.5,52,80
U,14,6503,6511,41,21,37,52,72,97
U,14,6504,6516,48,21.35,26.75,42.5,84.5,100
U,14,6511,6526,73,21,22,23,26,29.39999999999999
U,14,6516,4288,52,60.550000000000004,79.75,99,126.25,170.49999999999994
U,14,6526,6143,39,51,71.5,88,105,111.19999999999999
U,14,6526,6529,42,22.05,29,40,56.75,60.949999999999996
U,14,6529,11026,51,37,39.5,43,46.5,74.5
U,14,6567,4037,25,34.2,38,40,47,55.8
U,14,6619,2705,26,38,43.25,49,61.25,94
U,14,6728,6725,26,28,30.25,32,33.75,36.75
U,14,6731,4583,26,59.75,73,82,100,135.75
U,14,6839,5058,27,21,22.5,28,37,47
U,14,6849,13693,26,34,36.25,39,41.75,72.25
U,14,6850,6877,26,26,28,31,36.5,45.5
U,14,686,706,26,38,41,42,44.75,49
U,14,6876,6849,35,21.7,23,24,26,31.299999999999997
U,14,6877,2712,26,80,96,120,146.75,167
U,14,689,7631,65,94.2,118,142,167,183.2
U,14,689,782,38,53.2,72.5,90.5,98,128.15
U,14,690,781,26,43,45.25,49,53,233.5
U,14,6911,5016,36,57,71.25,90,111.5,121.75
U,14,696,822,30,21,22,23,25,29
U,14,701,710,35,21,23,27,30,37.3
U,14,702,768,49,22,24,27,41,54
U,14,704,820,116,23.75,27,30,34,43
U,14,706,712,25,24,25,31,46,62.39999999999998
U,14,710,770,24,21,22.75,26.5,34,76.64999999999999
U,14,711,702,40,21,21,23,25.25,30.249999999999986
U,14,712,8881,36,21,22.75,25,28.25,47.75
U,14,7145,9766,26,40,49.25,62,83.75,122.75
U,14,715,792,45,22,25,31,43,62
U,14,7157,7161,52,34,38.75,59,74.5,82
U,14,716,10791,49,25,29,51,63,81.79999999999998
U,14,7161,7163,52,34,38.75,47.5,63.5,88.04999999999995
U,14,7162,8963,52,33.2,44,60.5,73.25,93.79999999999998
U,14,7163,8981,52,34,41.75,49,60.25,71.79999999999998
U,14,7169,6014,39,30,44,75,106,121.4
U,14,7174,718,51,22,24,38,63.5,91.5
U,14,718,749,83,21.1,23.5,26,34,49.699999999999974
U,14,7188,7208,26,24,27,27.5,29.75,33.25
U,14,7190,4811,26,43,45,48.5,51.75,58.25
U,14,7193,635,26,21.25,25.25,29,37.75,62.5
U,14,7194,7190,26,21.25,26,39,56.5,78.5
U,14,7197,7201,26,32.25,34,38.5,41,46
U,14,7198,7205,26,39,43.25,49,51.75,63.5
U,14,7202,7198,26,38.25,43.25,46,49,52.5
U,14,7205,7193,26,30.25,32,36.5,39,53
U,14,7206,7197,22,37.1,41,44.5,49,49.95
U,14,7208,7206,24,22.15,25,27,28,29.849999999999998
U,14,7216,4023,51,36,40,44,53,83
U,14,723,10792,39,31.8,35.5,45,60,68.70000000000005
U,14,7235,7246,26,26.75,30,32,34,40.5
U,14,7236,7249,26,30,32.25,34,36,40.25
U,14,7240,5148,26,29.25,32,33.5,39.5,49.75
U,14,7247,7236,26,23.5,28.25,33.5,37.75,55.75
U,14,7248,7235,26,28,30.5,35.5,39.75,49
U,14,7249,7251,23,21.1,23.5,30,42.5,58.29999999999999
U,14,725,723,37,21,24,26,43,64.59999999999997
U,14,7250,7248,26,24,28.25,31.5,37.5,41.25
U,14,7251,7261,26,31.5,36.5,41,45,53.5
U,14,7256,7267,26,32.25,37.5,40.5,42.75,51.25
U,14,7257,5253,26,46,51,57.5,68,75.5
U,14,726,740,39,25,31.5,39,53,66.5
U,14,7260,7250,26,34.25,40.25,50,57,80.5
U,14,7261,7237,26,27.25,32.25,37.5,42.75,52.25
U,14,7266,7257,26,41.25,46,48.5,57,60
U,14,7295,859,24,22.15,24.75,25.5,27,29.699999999999996
U,14,730,6839,38,37.55,45,54,67.25,82.19999999999999
U,14,7307,4812,26,40.5,44.25,48,53.5,62
U,14,7309,7317,26,30.5,40,43.5,49,68.5
U,14,7310,7307,25,26.200000000000003,29,30,34,35.8
U,14,7317,7256,26,23.25,41.5,57,67.25,79
U,14,735,742,89,22,25,27,32,53
U,14,740,759,39,33.9,37,40,47,57.400000000000006
U,14,742,747,86,21,25.25,47.5,56,62.75
U,14,747,755,89,27,30,33,38,78.59999999999994
U,14,749,8511,50,22,23,29,35,51.29999999999998
U,14,755,7157,52,37.55,45,56.5,67,89.35
U,14,755,9555,32,21,22.75,25,30,52.94999999999999
U,14,7588,5239,26,72.5,76,79,81.75,91
U,14,7588,7591,52,33.55,36,38,41.25,44.89999999999999
U,14,759,763,39,26,29.5,34,40.5,52.300000000000004
U,14,7591,175,52,37.55,40.75,44,48,69.39999999999995
U,14,7594,7602,52,48.55,55.75,62,75.5,103.35
U,14,760,8512,38,31,34,37,38.75,47
U,14,7602,3397,26,61.5,84.25,91.5,110.5,127.5
U,14,7602,7588,26,45,64.5,76,88.75,129.25
U,14,7612,7616,52,43.65,60,72,81.25,92.35
U,14,7616,10491,52,36,41,51,68.25,85.09999999999992
U,14,7625,7612,26,48,59,60.5,65.25,114.25
U,14,763,769,39,37.800000000000004,42,47,59,69.00000000000001
U,14,7631,7625,52,47.650000000000006,56.75,62.5,65.25,82.35
U,14,7636,7640,52,51.55,58,63,72.75,92.35
U,14,764,760,50,24,26,28.5,30,34.55
U,14,7640,7594,52,50.55,57.75,62.5,72,94.44999999999999
U,14,7653,8241,46,21,22.25,24,26,32
U,14,7654,7659,52,31,34,38,43,55.449999999999996
U,14,7655,7653,51,23.5,26,28,30.5,67.5
U,14,7656,7665,48,21.35,22.75,24,26,28
U,14,7658,2635,52,25.55,27,29.5,36,49.699999999999974
U,14,7659,12917,36,21,22,23,24.25,26.75
U,14,7660,7655,52,26,29,31.5,35,70.89999999999999
U,14,7662,7660,45,21.200000000000003,26,32,44,47.599999999999994
U,14,7665,8242,45,21.200000000000003,22,24,26,38.599999999999994
U,14,7666,1792,52,29.1,41,68,94.5,127.69999999999999
U,14,768,764,50,43.45,51,67,79.75,99
U,14,769,701,22,21,21.25,22.5,23.75,29.95
U,14,770,774,37,22,23,24,29,58
U,14,7747,7759,26,103.75,120.5,152.5,162.75,181.5
U,14,775,771,37,22,24,27,33,55
U,14,7756,7767,26,37.25,42.25,46.5,48,70
U,14,7759,625,24,53.150000000000006,56,62,98.75,115.94999999999999
U,14,776,779,38,22.849999999999998,27.25,33,48,58.3
U,14,7765,7807,65,52.60000000000001,62,66,69,100.39999999999993
U,14,7767,7747,26,59,64.25,72,77.75,137.25
U,14,7772,7765,62,26.05,32,34,38,48.89999999999999
U,14,7782,792,64,44.15,53.25,63.5,82.25,102.54999999999998
U,14,779,786,39,24.9,31,33,35,43.1
U,14,7807,7782,65,52.2,59,64,69,113.79999999999998
U,14,781,685,26,21.5,25,27.5,29.75,39.75
U,14,782,716,38,26,29,35.5,47.25,74.3
U,14,785,778,37,29,33,35,43,60.199999999999996
U,14,7853,6443,49,23,25,28,31,33.599999999999994
U,14,786,787,32,21,25.75,35,44.25,57.19999999999999
U,14,788,785,23,21,22,23,26,38
U,14,7898,7899,62,22,24,28.5,35.5,41
U,14,7899,6446,52,25.55,30,33,40.25,53.24999999999998
U,14,791,788,33,22,24,26,30,41.4
U,14,792,9526,115,37.400000000000006,46,77,92,121.09999999999998
U,14,793,13155,51,24,29,33,35.5,41
U,14,796,794,30,21,22,24,27,34.099999999999994
U,14,799,12761,52,25.55,31.75,41,57,74.89999999999999
U,14,800,796,37,26,28,31,36,40.59999999999999
U,14,801,800,34,24,28.25,37,52,62.39999999999998
U,14,8013,1759,25,32.2,37,80,107,121.6
U,14,808,812,51,27,30.5,34,37,40.5
U,14,811,809,37,28,29,31,32,36.199999999999996
U,14,812,813,52,23,25,29.5,34,60
U,14,813,817,25,38.199999999999996,41,44,46,55.19999999999999
U,14,8134,1831,50,27.45,38,54,66.75,651.2
U,14,814,811,37,25,27,30,33,49.59999999999999
U,14,8141,2156,26,61,76.75,88.5,100.25,118.75
U,14,817,696,24,21,22,23,24.5,27.849999999999998
U,14,818,814,37,31.8,36,38,42,60
U,14,8194,10860,25,22,24,29,37,47.99999999999997
U,14,8194,10861,25,22.599999999999998,25,29,35,45.999999999999986
U,14,8198,10602,26,44.25,56.75,69.5,78,102.5
U,14,820,13327,103,41.1,50,55,60.5,105.89999999999999
U,14,8213,10845,52,63.55,75.25,104.5,128,142.14999999999998
U,14,822,12934,38,25,27,29.5,34.75,65.09999999999998
U,14,823,697,29,21,22,24,27,29
U,14,8242,7654,52,29,32,36,60.25,92.89999999999999
U,14,8321,8194,75,24,28.5,33,43,95.69999999999992
U,14,838,3912,26,26,29.5,35,37.5,46.25
U,14,8385,6013,39,28,32.5,37,51,62.1
U,14,8435,9978,26,39.75,44.25,47,51.25,56.75
U,14,8464,5398,23,21,22,24,25,41.8
U,14,8481,8482,25,38,40,43,47,509.3999999999984
U,14,8484,8385,21,21,22,22,39,65
U,14,8511,6911,36,39.5,51.75,63,81.75,107.75
U,14,8511,9860,39,25,26.5,31,38,66.20000000000002
U,14,8570,8571,25,24.2,28,33,40,64.59999999999998
U,14,8571,8572,24,22.3,25,27,30,32
U,14,8572,11816,25,25.200000000000003,28,31,34,36.8
U,14,8587,10822,25,24,27,31,48,71.39999999999999
U,14,8727,7240,26,29.25,36.25,40,41.75,48.75
U,14,8745,823,47,22,24,26,28.5,33
U,14,8749,8880,37,25,26,28,30,35.39999999999999
U,14,8750,9354,33,21,23,29,36,51.79999999999999
U,14,8799,690,26,58.75,64,69.5,75.5,95.5
U,14,8851,5492,37,47.6,62,82,112,131.39999999999998
U,14,8880,712,24,43.650000000000006,73.5,89.5,122.5,147.7
U,14,8881,8750,50,22.450000000000003,24,26,28,35.099999999999994
U,14,8912,8913,52,25.55,29,34,41.5,62.89999999999999
U,14,8914,11027,39,42.7,47,53,72.5,99.6
U,14,8915,11005,52,28,31.75,35,44,71.44999999999999
U,14,8919,8936,47,22.3,24,37,50,61.39999999999999
U,14,8935,8912,52,31,36,40,51,71.35
U,14,8936,5394,51,89,99.5,107,120.5,155.5
U,14,8963,7174,51,22,28.5,37,48,74
U,14,8981,9031,51,24.5,27.5,33,44,61
U,14,8986,9030,42,21.05,24.75,32,39,57.49999999999996
U,14,8989,7162,52,52.2,67,85,96,115.24999999999997
U,14,8993,10580,26,26.25,31,35,37.5,46.75
U,14,8995,10203,25,26.200000000000003,38,53,65,88.39999999999999
U,14,9030,10287,52,25.55,31,34,42,47
U,14,9031,7169,38,22.849999999999998,25,27,30,52.449999999999996
U,14,9095,10315,25,29,39,57,66,92.19999999999996
U,14,9211,8918,51,32,38,48,66.5,82.5
U,14,9354,718,39,34.900000000000006,48.5,70,82,89.20000000000002
U,14,9526,704,117,69.8,79,94,109,123.19999999999999
U,14,9599,735,52,51.55,65.5,81,103,129.79999999999998
U,14,9600,9708,52,59.3,81.75,87,94.25,139.89999999999998
U,14,9613,9599,30,21,23.25,29.5,37.5,104.74999999999999
U,14,9628,993,26,61,82.5,112,134.5,169.25
U,14,9636,7146,25,39.2,41,44,48,50.599999999999994
U,14,9648,4284,29,21,22,50,61,76.79999999999998
U,14,9708,9613,50,23,28,32,42,78.39999999999998
U,14,9715,9811,24,21.150000000000002,22.75,25,25.25,28.549999999999994
U,14,9716,9718,25,28.2,31,35,39,49.39999999999999
U,14,9718,9719,25,28.2,32,35,40,45.39999999999999
U,14,9719,9717,25,25.200000000000003,32,34,39,49.8
U,14,9756,11313,51,24,30,35,49,65
U,14,9767,9636,22,22.1,28.5,42.5,69,81.6
U,14,9772,9773,25,22,24,25,27,29
U,14,9773,2341,26,27.25,30.25,35.5,47.75,70.75
U,14,9776,11772,26,23.25,25,26,27.75,30.75
U,14,9860,725,39,25.8,30,38,46.5,59.1
U,14,993,12993,21,21,21,23,25,26
U,14,996,9627,26,65,74.25,86,94.75,102.25
U,14,9975,9628,26,88,108.5,118,130.75,144.5
U,14,9978,12933,26,55,58.25,62,70,80.5
U,15,10006,7154,21,21,22,23,23,27
U,15,10136,10138,22,21,22,24.5,28.75,58.09999999999998
U,15,10138,10140,26,29.25,32,35,37,43
U,15,10140,10142,23,22,26,32,39,52.599999999999994
U,15,10141,10139,26,34.25,36,39.5,47.75,59.75
U,15,10196,1802,43,22,22.5,25,29,51.9
U,15,10203,10136,26,30.25,32,34,36,40.5
U,15,10287,8989,43,22.099999999999998,29,38,44.5,62.9
U,15,10307,1765,21,24,36,47,57,72
U,15,10449,440,37,21,23,25,26,31
U,15,10484,7718,26,25.25,32,42.5,65,78.5
U,15,10491,7588,52,38.55,46.75,61.5,83.25,109.24999999999997
U,15,10495,9975,26,28,30.25,32,34,39
U,15,10580,8995,26,26,28,30.5,37.75,57.25
U,15,10593,2763,26,25,42.75,62.5,82.75,128.25
U,15,10602,1342,24,32,46.75,56.5,80.5,95.24999999999999
U,15,10639,4305,52,24,26,29.5,71.25,96.44999999999999
U,15,10784,10785,24,39.15,42.75,53,66.5,78.25
U,15,10785,10786,23,21.2,24,28,30,32
U,15,10786,10787,22,21,22.25,25,27,29.9
U,15,10787,10788,24,25.150000000000002,29.75,33,56,81.39999999999998
U,15,10788,10789,24,34.15,37.75,40,45,51.94999999999998
U,15,10790,8569,24,22.15,25,27,31,37.249999999999986
U,15,10791,11032,37,21.799999999999997,24,28,48,66.99999999999996
U,15,10792,715,37,25.8,28,31,37,45.59999999999999
U,15,10793,5087,51,38,55.5,73,80,100
U,15,10809,735,26,21.75,25.25,38.5,61.5,73
U,15,10821,7150,23,22,22.5,24,28.5,32.699999999999996
U,15,10823,10825,23,26,27,29,31,34.9
U,15,10824,10823,24,35.15,37,38,40,56.199999999999974
U,15,10826,10827,24,21,22.75,25,28.25,35.09999999999999
U,15,10827,10828,24,40.15,45.75,53,60.25,65.85
U,15,10830,10831,21,22,23,25,26,28
U,15,10834,9756,41,22,24,30,54,62
U,15,10844,165,24,21,23,26,38.25,47.699999999999996
U,15,10845,178,52,23,26.75,29,31.25,36
U,15,10848,193,52,24,30.5,42,57.75,85.69999999999997
U,15,10849,159,42,21,22,24,29.5,36.949999999999996
U,15,10853,5050,27,28,32,35,39,48
U,15,10855,5145,51,56,60,65,69.5,88.5
U,15,10857,12707,52,30,37.75,49,62,78.89999999999999
U,15,10860,4287,52,44,48,50,55.5,64.24999999999997
U,15,10874,10318,24,26.450000000000003,38,58,68,78.85
U,15,10877,8745,38,24.700000000000003,27,33,42.75,60.14999999999997
U,15,10878,3104,51,22.5,26,28,30,43
U,15,10879,8464,39,50.5,73,80,95,109.20000000000002
U,15,10910,10877,38,56.699999999999996,77,102,120.5,137.45
U,15,10910,6510,48,27,28.75,33.5,61.25,99.3
U,15,11031,202,46,21,23,24.5,27,59.5
U,15,11032,10809,37,38.8,44,56,76,137.59999999999985
U,15,11071,5446,47,22.3,24,26,28.5,35.699999999999996
U,15,11271,10848,51,26,30,34,44,88.5
U,15,11313,5081,52,45.1,57,64,67,70
U,15,11411,8917,39,34.900000000000006,38,40,42.5,46.1
U,15,11453,11520,26,28.25,46.25,73.5,105,115.75
U,15,11454,11927,26,32.5,38,41,47,54.5
U,15,11520,8991,26,29,31,33,34.75,39
U,15,11773,9775,24,40,42,52.5,63.75,87.44999999999996
U,15,11815,8584,24,29.450000000000003,33,35.5,37.25,40
U,15,11926,11453,26,33.5,41.25,44.5,50.5,58
U,15,11927,12921,26,136.5,159.75,180.5,196.25,212
U,15,11929,13077,26,84,96.5,149,177.5,205.5
U,15,11956,13169,38,52.7,60.25,83,101,159.29999999999993
U,15,11956,6158,22,93.10000000000001,123,142,191.5,288.25
U,15,12374,12805,24,97.14999999999999,106.75,123.5,148.75,195.29999999999995
U,15,12397,5469,29,21,22,28,43,114.39999999999995
U,15,12398,5471,39,34.7,42,53,79,105.4
U,15,12707,1328,52,27,30,34.5,42.25,55.449999999999996
U,15,12762,12763,51,45.5,49.5,61,78,111
U,15,12763,7772,51,79.5,88,95,107.5,159.5
U,15,12805,13178,24,24.15,29.75,33,45.5,73.39999999999999
U,15,1286,7245,26,43.25,45,48.5,51,53.75
U,15,12892,2619,50,21,24,26,28,38.099999999999994
U,15,12901,13884,26,21,23,27.5,32,36
U,15,12902,12903,26,33.75,40.25,50,72,98
U,15,12903,12923,26,24.25,30,34.5,53.25,64.25
U,15,12904,1799,41,21,22,23,24,25
U,15,12914,13219,26,24.25,25.25,27,31.5,38.25
U,15,12917,7658,49,22,26,38,55,72.59999999999994
U,15,12921,13247,23,92.30000000000001,109,116,127.5,144.39999999999998
U,15,12922,11926,26,108,117.5,130.5,155,175.75
U,15,12924,12901,26,36.25,39.25,47.5,69.5,91.75
U,15,12934,6511,50,39.45,45.25,64,87.75,109.64999999999999
U,15,12943,5428,38,24.85,27.25,30.5,33,83.6
U,15,12947,10196,40,21,25.75,32.5,44,54.05
U,15,12948,1811,51,23,26.5,36,52,76
U,15,12949,5395,51,27,30.5,37,43.5,59.5
U,15,12950,5431,34,21.65,24,26.5,31.75,37.099999999999966
U,15,12952,3093,39,24,27,30,34.5,56.400000000000006
U,15,12953,5487,32,21,22.75,24,27,29.45
U,15,12954,5461,48,21.700000000000003,25,28,32,51.3
U,15,12957,5407,39,23,25,29,30,32.50000000000001
U,15,12961,5495,39,38.900000000000006,48,66,89.5,130.9
U,15,12993,1020,24,22.15,24.75,30.5,39.25,60
U,15,13031,10878,45,21,22,25,28,35
U,15,13043,418,52,37,38.75,43,58.25,68.44999999999999
U,15,13077,11454,26,39.25,50.25,71.5,126,145.75
U,15,13088,2420,24,94.05000000000001,127.5,145,164.75,185.54999999999998
U,15,13169,3639,40,63.95,98.75,116.5,126.5,152.34999999999997
U,15,1317,1325,38,22,25.5,32.5,44.25,124.3
U,15,13171,7636,26,35.25,41,49.5,65,88
U,15,13178,13171,25,81.4,89,105,137,193.99999999999986
U,15,13194,5063,26,47.75,60,67,92.25,117.75
U,15,1320,3092,38,39.4,67.25,90,103,129.6
U,15,13218,12900,25,22,22,24,26,30.799999999999997
U,15,13219,2768,26,34,41.25,66.5,77.5,93.5
U,15,13236,1829,50,23,26.25,32.5,45.75,67.55
U,15,1324,1339,50,54.45,68.5,78,84,105
U,15,1325,1327,33,22,27,35,50,59.39999999999999
U,15,1327,1340,39,23,26,29,33.5,49.2
U,15,1328,1324,51,33,50,73,94,120
U,15,1331,1348,25,37.4,47,61,70,93.79999999999998
U,15,13327,6839,63,45.199999999999996,54,62,70,90.69999999999999
U,15,13327,726,50,27.45,31,33,37.75,57.55
U,15,13328,13329,127,40.3,48.5,53,59,103.39999999999998
U,15,13329,13330,128,25.35,29,33.5,41,79.64999999999999
U,15,1338,1317,39,26,47,79,107,127.1
U,15,1339,1335,39,25.9,29,31,35,40.300000000000004
U,15,1340,2798,38,30.849999999999998,34,40,51,69.3
U,15,1342,1572,24,34,39.5,57,82.25,108.04999999999998
U,15,13467,689,115,52.7,55.5,58,62,73.79999999999995
U,15,1348,8198,25,32.6,54,60,65,71.8
U,15,1356,1336,24,21,22,24.5,29,34.699999999999996
U,15,13574,3633,27,50.599999999999994,66.5,77,82,110.69999999999997
U,15,13591,13166,24,64.8,90.75,117,133.5,160.54999999999998
U,15,13596,5499,39,37.300000000000004,54.5,81,96,136.2
U,15,13651,5051,27,22.3,24,29,45.5,58.099999999999994
U,15,13689,465,23,22,31,35,78,90.89999999999999
U,15,13693,4538,26,62,66.5,79.5,104.5,122
U,15,13704,6850,26,30,31,34.5,38.75,41.75
U,15,13732,13772,26,99,110,117.5,142.75,190.75
U,15,13733,3398,26,124.25,133.75,147.5,160.5,174.5
U,15,13772,13778,26,54.75,61.25,66.5,73.25,95.75
U,15,13773,13733,26,81,88.25,96,109.25,155.75
U,15,13778,13791,26,50,63.25,92.5,116,141
U,15,13780,7773,26,40.25,97.25,102,105.75,117.75
U,15,13781,858,26,23.25,28,31,35,38.75
U,15,13791,13792,26,39,65,88.5,110,136.25
U,15,13792,13704,26,58,65.25,67.5,72.25,87
U,15,13825,13773,26,39,41.25,44,50.5,59.5
U,15,13870,9648,52,27,30,34,49.25,83.44999999999999
U,15,13882,2633,52,32.55,35,37,40,47.449999999999996
U,15,13884,13885,26,23.5,30,36,42,64.5
U,15,13885,13886,26,46.25,53.25,59,69.75,97.75
U,15,13887,13888,25,47,52,62,80,108.79999999999995
U,15,13888,13889,26,27.75,31.25,38.5,45.5,61
U,15,13889,13890,26,40,42.25,44.5,56.5,75
U,15,13890,12902,24,21,21.75,23.5,27.25,30.849999999999998
U,15,143,654,26,59.5,67.25,73,80.75,95.75
U,15,1529,1547,26,22.25,24,25.5,28,30
U,15,1530,7719,23,22,25,28,38.5,65.89999999999998
U,15,1532,1530,26,23.25,26,29,37.5,63
U,15,1538,1534,26,34,38,44,47.75,52.5
U,15,154,210,42,21,23,25.5,36.5,43
U,15,1540,1537,26,31.25,34,34.5,36.75,41.25
U,15,1545,1541,26,28.25,30,32,34,36.75
