SERVICE_KEY,STOP_HOURS,FROM_LOCATION_ID,TO_LOCATION_ID,COUNT,P05,P25,P50,P75,P95
W,15,10790,8589,63,25,30.5,33,36.5,42.699999999999996
W,15,10791,11032,225,21,24,27,46,59
W,15,10792,715,249,23,25,28,33,88.39999999999998
W,15,10793,5087,312,38.55,71.75,77,84,111.34999999999997
W,15,10795,5132,132,21,22,25,30,47.44999999999999
W,15,10808,8986,89,34,49,63,82,112
W,15,10809,735,183,22,30,53,64,73.9
W,15,10821,7150,184,24,26.75,29,31,36
W,15,10822,10824,161,21,22,23,25,34
W,15,10823,10825,183,24,27,30,33,38
W,15,10824,10823,184,33,37,41,55,125.89999999999992
W,15,10825,10826,51,21,21,23,25,29
W,15,10826,10827,111,22,24,26,30,35.5
W,15,10827,10828,123,40.2,47,52,64.5,76.89999999999999
W,15,10829,10830,69,21,23,26,33,51.599999999999994
W,15,10830,10831,110,21,23.25,26,28.75,73.24999999999996
W,15,10832,13591,109,22,27,45,61,87.39999999999998
W,15,10834,9756,228,21,24,36.5,56,68
W,15,10844,165,164,21,23,28,38.25,50
W,15,10845,178,250,24.450000000000003,29,32,34.75,38
W,15,10848,193,250,24,27,32,85,103
W,15,10849,159,161,21,22,24,28,42
W,15,10853,5050,206,28.25,38,45,63.75,232.75
W,15,10854,10715,67,44.900000000000006,77,112,131,201
W,15,10855,5145,239,51,60,66,73,95
W,15,10857,12707,252,34,42,54.5,73,96.34999999999997
W,15,10860,4287,197,47.8,53,57,63,76
W,15,10861,8141,247,78.3,88,99,124.5,161.7
W,15,10862,4287,186,49,55,59,65,77.25
W,15,10874,10318,121,32,38,68,91,114
W,15,10877,8745,251,24,28,37,51.5,72
W,15,10878,3104,249,26,29,32,39,71.19999999999999
W,15,10879,8464,250,53.45,72.25,107.5,154.75,280.09999999999997
W,15,10910,10877,251,58,81,111,140,177.5
W,15,10910,6510,246,27.25,31,37,58.75,108
W,15,1092,7110,147,21.3,33.5,59,82.5,106.09999999999997
W,15,1093,1095,185,25.2,28,33,39,53
W,15,10939,8164,61,30,35,37,39,44
W,15,1094,1092,114,21,27,30,34,47
W,15,1095,7233,28,21,22,23.5,26,36.3
W,15,10956,8158,57,22.8,27,29,31,79.79999999999995
W,15,11005,10910,47,21,24,53,56.5,61.699999999999996
W,15,11006,9202,58,76.69999999999999,83,89,95.75,105.29999999999998
W,15,11007,1714,29,21,21,22,26,31.199999999999996
W,15,11016,13214,123,25,28,29,30.5,36
W,15,11026,11411,132,21,22,25,31,45
W,15,11027,8915,77,21,22,27,66,83.2
W,15,11029,2539,102,21,23.25,28,33,48.94999999999999
W,15,11031,202,216,21,23,25,30,58.5
W,15,11032,10809,248,33,38,45.5,64,91.94999999999993
W,15,11071,5446,236,22,24,26,30,35.25
W,15,11072,10453,41,21,21,21,22,30
W,15,11111,8759,63,73.2,82,88,103.5,131.6
W,15,11211,193,60,49.85,63.75,70.5,119.25,157.24999999999997
W,15,11251,8049,33,22.200000000000003,67,88,102,114.4
W,15,11271,10848,251,24.5,28,31,35,72.5
W,15,11313,5081,247,47,58,64,68,78.69999999999999
W,15,11411,8917,161,34,36,39,43,47
W,15,11453,11520,184,45.45,71,97,125,178.7
W,15,11454,11927,125,33,37,40,48,61.599999999999994
W,15,11479,5342,123,46,48,51,53,60.699999999999974
W,15,11490,5357,123,22,24,26,28,32
W,15,11520,8991,185,29,31,34,36,45.39999999999995
W,15,11762,10496,62,153.25,191,249.5,292.5,415.7499999999999
W,15,11763,11764,62,160.05,168.25,178,187,195
W,15,11764,9296,63,51,57,60,65.5,86.79999999999998
W,15,11765,13108,63,36,38,40,41,49.599999999999994
W,15,11766,11765,63,54.1,57,60,63,74.29999999999998
W,15,11772,9722,122,26,30,32.5,35,41
W,15,11773,9775,125,43.2,56,67,99,122.39999999999999
W,15,11815,8584,122,31.05,35,37,40,61.59999999999991
W,15,11816,9095,84,22,23,24,27.25,33
W,15,11824,11825,63,28,44.5,57,81.5,96.9
W,15,11826,11827,63,35,37.5,40,51,62.9
W,15,11827,11828,63,31,32.5,34,36,41.8
W,15,11828,11850,63,48.1,50.5,52,56,62
W,15,11831,2137,244,22,23.75,25,27,30
W,15,11832,11006,58,97.85000000000001,107,111,120,131.45
W,15,11833,11834,120,33,36,38,40,43.099999999999994
W,15,11834,11835,69,21,21,22,23,26.599999999999994
W,15,11835,11836,120,33,40,45,54.5,74.05
W,15,11836,1713,62,41,44,50.5,61.75,84.94999999999999
W,15,11837,3009,62,47.099999999999994,60,106,132.75,177.89999999999998
W,15,11837,4441,121,23,27,37,57,72
W,15,11838,11833,120,38,45,49,56.25,74.19999999999999
W,15,11849,11838,120,43.95,48,51,53,57
W,15,11850,13526,63,27,31,32,36,54.8
W,15,11926,11453,185,39,43,54,66,82
W,15,11927,12921,125,126,148,163,182,206.79999999999998
W,15,11928,11929,36,21,22.5,27,32.25,42.5
W,15,11929,13077,125,85.4,109,133,167,212.39999999999998
W,15,11934,11936,63,36.1,57,81,91.5,99
W,15,11935,11837,31,21.5,23,30,44,59.5
W,15,11952,10231,61,21,24,26,28,35
W,15,11956,13169,381,51,62,71,102,160
W,15,11956,3639,86,57.5,75.25,118,292.25,347
W,15,11956,6158,172,114.10000000000001,130,180,221.5,300.4999999999999
W,15,11963,11964,62,25.05,30.25,34.5,39.75,49
W,15,11964,11965,61,27,30,33,38,43
W,15,11965,11966,59,21,23,24,25,31
W,15,11966,11967,62,38,41,44,47.75,61.949999999999996
W,15,11967,11968,62,36,43,50,92.75,148.74999999999997
W,15,11968,4937,62,28,32.25,37,42.75,53.89999999999999
W,15,11970,10235,60,113.95,125.5,140,166.25,215.05
W,15,11970,8993,94,21,22,24,28.75,36.349999999999994
W,15,12374,12805,250,97,114,137.5,159.75,191.54999999999998
W,15,12397,5469,128,21,22,25,35.5,73.29999999999998
W,15,12398,5471,250,32,39,56.5,85,118.54999999999998
W,15,12707,1328,251,27,31,36,47,71
W,15,12754,6460,184,26,29,31,33,38
W,15,12761,806,21,21,21,22,27,60
W,15,12762,12763,251,43.5,54,65,78,100.5
W,15,12763,7772,257,84.8,93,114,148,205
W,15,12798,13168,124,57,67.75,84,99,117
W,15,12805,13178,249,25.4,31,36,56,73.6
W,15,1286,7245,247,43,50,55,61,80
W,15,12892,2619,286,21,23,25,28,34.75
W,15,12900,2686,39,21,21,22,24,28.200000000000003
W,15,12901,13884,120,21.950000000000003,24.75,28,31.25,46.05
W,15,12902,12903,125,35.2,41,55,75,93
W,15,12903,10146,60,54.849999999999994,67,86.5,101.75,181.34999999999997
W,15,12903,12923,125,27,30,34,47,69
W,15,12904,1799,215,21,22,23,24,28
W,15,12912,10205,60,25.95,28,30,32,34.05
W,15,12914,13219,250,26,28,30,33,43.54999999999998
W,15,12917,7658,245,21,23,30,47,67.39999999999995
W,15,12921,13247,236,84,92,98,107,126.25
W,15,12922,11926,184,106.15,120,131,142,161.85
W,15,12922,8006,179,117.80000000000001,154,183,220,308.9
W,15,12924,12901,125,36,43,58,78,97.39999999999999
W,15,12925,12903,60,34.85,50.5,68,97,136.2
W,15,12932,8435,124,43,47.75,52,60,92.24999999999997
W,15,12933,1035,124,27,32,35,40,53
W,15,12934,6511,250,36,48.25,71,98,125.54999999999998
W,15,12942,9196,181,62,65,68,70,80
W,15,12943,5428,250,25,28,31,35,55.54999999999998
W,15,12947,10196,194,21,26,35,48,61
W,15,12948,1811,347,22,27,38,55,73
W,15,12949,5395,306,25,30,34.5,48,62
W,15,12950,5431,249,24,27,30,38,53
W,15,12952,3093,187,27,30.5,36,55,82.09999999999997
W,15,12953,5487,156,21,23,25,27,32
W,15,12954,5461,246,23,26,29,38.75,60
W,15,12955,793,81,21,22,26,36,52
W,15,12957,5407,248,23,25,28,31,42.299999999999955
W,15,12961,5495,250,36,55,92,125,180.54999999999998
W,15,12965,9896,54,22.65,25,26,27,31.399999999999977
W,15,12993,1020,109,22,26,36,48,62
W,15,13018,996,126,27,29,31,34,51.5
W,15,13031,10878,247,24,28,32,51,85.09999999999997
W,15,13032,1774,181,21,24,26,29,33
W,15,13043,418,250,36,42.25,51,61,70
W,15,13077,11454,125,57.599999999999994,112,130,142,194.79999999999998
W,15,13086,13087,125,23.2,26,27,31,40.8
W,15,13087,13088,99,21,22,23,25,29
W,15,13088,2420,125,96,125,145,168,204.60000000000002
W,15,13089,9767,125,32.2,37,42,53,67
W,15,13090,13478,145,21,22,24,26,30.799999999999983
W,15,13092,9776,122,35,44,65.5,83.25,101
W,15,13108,11762,63,128.1,135,139,145.5,202.7
W,15,13116,5231,126,27.25,33,36,39,45.75
W,15,13117,5235,89,21,24,34,68,91.6
W,15,13118,13117,115,22,24.5,27,30,38.3
W,15,13122,8844,219,21,22,24,26,32
W,15,13141,8592,63,32,35,37,44,52.699999999999996
W,15,13142,8567,58,22,25,27,31,37.15
W,15,13145,4039,26,21,21,22,23,29.75
W,15,13155,799,139,21,22,23,27,40.39999999999998
W,15,13166,10853,58,23,25,27,35,56.3
W,15,13168,8886,125,87.8,110,129,158,189.39999999999998
W,15,13169,3639,387,66,102,118,127.5,193.19999999999993
W,15,1317,1325,248,24,28,36.5,54,146.64999999999998
W,15,13171,7636,188,34,46,60.5,73.25,95.65
W,15,13176,12798,124,48.3,68,79,86,96.69999999999999
W,15,13178,13171,250,81,111.25,147.5,194,290.19999999999993
W,15,13188,7631,61,98,113,129,171,221
W,15,13193,2105,187,26,32.5,43,58,69
W,15,13194,5063,251,43.5,60.5,82,97,134.5
W,15,1320,3092,250,42,66.25,89.5,113,139
W,15,13214,8437,124,86,93,100,108,125.85
W,15,13218,12900,186,22,24,26,29,35.5
W,15,13219,2768,249,35.4,45,64,80,99
W,15,13236,1829,264,22,26,35,53.25,68
W,15,13236,6427,237,68,90,110,130,187.39999999999998
W,15,13237,13238,164,21,23,26,29,37
W,15,13238,13239,70,22,23,25,27.75,35.099999999999994
W,15,13239,13240,182,29,34.25,42,49,84.79999999999995
W,15,1324,1339,250,38.45,64,74.5,86,104.09999999999997
W,15,13240,13241,26,21,21,22,24,25.75
W,15,13241,13242,166,22,25,28,32,39
W,15,13242,7315,182,29,33,37,42,51
W,15,13244,11029,64,21,22,23,25,29
W,15,13245,1791,95,21,22,25,30.5,54.799999999999955
W,15,13247,13248,96,21,22,26,34,52.5
W,15,13248,12922,316,67,77.75,92,108,130.25
W,15,1325,1327,236,22,25,34,48,62
W,15,1327,1340,250,25,28,32,41.75,60.54999999999998
W,15,1328,1324,251,35,56.5,87,128.5,157.5
W,15,13293,5329,63,43.1,44.5,46,47.5,52.8
W,15,1331,1348,125,41.4,64,82,100,130.2
W,15,13320,5390,62,38.05,43,52.5,69.75,99.64999999999998
W,15,13327,6839,557,48,55,65,78,104.39999999999986
W,15,13327,726,250,27,30,33,39,55
W,15,13328,13329,694,42,50,56,67,123
W,15,13329,13330,742,26,32,38,76,107.94999999999993
W,15,13330,13467,23,25.099999999999998,32.5,47,73,228.29999999999984
W,15,13345,13320,56,21,23,25.5,32.5,59.25
W,15,1335,1355,204,21,22,24,26,30
W,15,1336,1338,55,21,21,22,25.5,57.19999999999979
W,15,1338,1317,249,28,48,79,105,135.6
W,15,1339,1335,252,27,30,32,35,39
W,15,1340,2798,249,32,38,46,57,81.6
W,15,1342,1572,184,32,41.75,65,93.25,129.7
W,15,13467,689,808,51,55,58,63,80
W,15,1348,8198,125,28.2,34,43,67,123.59999999999998
W,15,13480,2034,62,23,25.25,29,55,100.69999999999996
W,15,13523,5472,133,21,22,23,26,28
W,15,13526,9192,63,63.1,68,70,75,80.80000000000001
W,15,13527,11849,119,25,27,29,31,36
W,15,1356,1336,181,21,22,24,26,31
W,15,13574,3633,139,49,77,87,103,165.49999999999997
W,15,13576,10208,59,52,56,59,61,64
W,15,13591,13166,123,68,101.5,127,155,241
W,15,13594,13090,183,60.1,71,83,99,121.80000000000001
W,15,13596,5499,161,30,44,71,94,117
W,15,13621,13176,124,58,81,99,129.25,194.85
W,15,13637,5338,63,92.1,158,171,185.5,201
W,15,13637,8875,63,91.1,102.5,119,130,199.39999999999998
W,15,13651,5051,219,24,31,40,52,67
W,15,13689,465,139,32.9,38.5,44,85,98.1
W,15,13693,4538,245,65,72,83,102,131
W,15,13704,6850,189,27,29,32,35,39
W,15,13732,13772,188,91,103,110,138.25,173.60000000000002
W,15,13733,3398,189,119.80000000000001,141,156,171,190.2
W,15,13737,2119,187,30,42.5,56,68,89
W,15,13757,1598,187,29,32,34,37,42.69999999999999
W,15,13769,6036,58,22,24,27,38.5,52
W,15,13772,13778,188,55,61.75,68.5,87,116.60000000000002
W,15,13773,13733,252,78,85,90,100,132.45
W,15,13778,13791,187,51.3,65.5,97,130,167
W,15,13780,7773,189,67.4,96,102,105,115
W,15,13781,858,229,25,27,30,34,42
W,15,13782,855,29,21,22,24,31,37.199999999999996
W,15,13791,13792,187,28,62.5,94,120.5,185.79999999999995
W,15,13792,13704,189,55,62,71,83,109
W,15,13796,465,120,21,23,25,28,68
W,15,13809,13089,125,57.199999999999996,86,112,146,203.8
W,15,13811,8152,57,39.800000000000004,43,48,92,130.39999999999998
W,15,13812,9810,61,31,47,53,59,71
W,15,13825,13773,251,37,42.5,48,57,96.5
W,15,13868,9890,116,23,29,44.5,60.25,78.5
W,15,13870,9648,250,25,28,30.5,34,53.749999999999915
W,15,13876,11935,62,29,31,35,48.75,105.34999999999994
W,15,13882,2633,252,31,35,38,41,48.44999999999999
W,15,13884,13885,125,27,31,35,42,62.599999999999994
W,15,13885,13886,188,50,55,61.5,72,99.30000000000001
W,15,13886,13887,115,21,23,26,28,42.79999999999998
W,15,13887,13888,125,50.2,56,61,69,95.59999999999998
W,15,13888,13889,117,22,27,31,35,50.7999999999999
W,15,13889,13890,125,38,40,45,60,73.6
W,15,13890,12902,103,21,22.5,25,28,38.699999999999974
W,15,13918,5014,89,102.8,127,141,161,183.2
W,15,142,1929,251,27,29,32,55.5,122.5
W,15,143,654,249,67,78,92,111,154.6
W,15,150,168,95,21,22.5,26,42.5,71.19999999999999
W,15,152,209,67,21,22.5,27,32,38
W,15,1528,1531,48,21,21,22,23,25
W,15,1529,1547,247,23,25,28,30,34
W,15,153,184,49,21,21,22,24,80.59999999999957
W,15,1530,7719,210,21.450000000000003,23,27,33,65.09999999999997
W,15,1531,1540,61,21,22,23,25,29
W,15,1532,1530,228,21.35,25,34.5,52,72.64999999999998
W,15,1534,1532,131,21,21,22,24,40.5
W,15,1537,1539,97,21,22,23,25,27
W,15,1538,1534,248,31,36,40,44,50
W,15,1539,1544,187,29,32,35,37,60
W,15,154,210,265,21,24,28,35,48.79999999999998
W,15,1540,1537,188,30,33,35,38,41
W,15,1541,1538,31,21,21,22,23,26.5
W,15,1544,1546,174,21,22,23,24,28
W,15,1545,1541,246,27,30,32,34,38
W,15,1546,1548,244,23,25,28,30,63.849999999999994
W,15,1547,1545,238,22,28,37,47,58
W,15,1548,1550,250,26,29,33,41,84.64999999999995
W,15,155,188,312,44,48,51,55,63.44999999999999
W,15,1550,7950,197,21,23,24,27,36
W,15,1551,1529,234,22,24,27,35,81.35
W,15,156,172,311,43,64.5,85,101,143
W,15,1571,1579,125,24,26,29,33,40
W,15,1572,10821,184,47,66,93,118.75,144
W,15,1576,1571,125,27,47,73,104,124.6
W,15,1579,1331,125,45.199999999999996,75,98,130,171.2
W,15,159,11031,213,21,24,26,31,52
W,15,1596,1818,180,27,48.75,76,97,141
W,15,1597,1600,69,21,21,22,23,26.599999999999994
W,15,1598,1596,174,23,28,32,40,64.35
W,15,160,162,251,23,26,28,31,34.5
W,15,1600,1602,185,25,27,29,32,34.79999999999998
W,15,1602,1604,180,23,33.75,46.5,59.25,94
W,15,1604,2512,135,21,23.5,28,36,47.30000000000001
W,15,1612,9873,125,55,73,96,115,282.9999999999996
W,15,162,208,163,21,23,27,38,48
W,15,163,164,178,21,22,24,27,30
W,15,164,8213,250,50,58,67,78,103.54999999999998
W,15,165,194,130,21,22,23,24,28
W,15,168,212,251,36,40,43,47,63
W,15,170,10844,249,24,28,30,32,37.599999999999994
W,15,1703,1712,48,21,22,22,26.75,90.49999999999997
W,15,1712,11824,63,44.1,60.5,73,86,143
W,15,1713,1704,42,21,22,22,25.75,45.79999999999998
W,15,172,177,311,33,36.5,39,42,47
W,15,1728,1764,174,23,33,49,67.75,80
W,15,1729,1762,228,21,22,24,26,28
W,15,173,155,312,40,44,47,50.25,63.44999999999999
W,15,174,12762,251,33.5,46.5,60,81,97.5
W,15,1759,1761,21,21,21,22,24,26
W,15,176,173,312,44,49,56,71,86
W,15,1760,7982,309,33,39,51,79,108
W,15,1762,1760,105,21,22,23,30,54.39999999999999
W,15,1763,1728,26,21,22,22.5,26,30.75
W,15,1764,13145,65,21,22,23,31,60
W,15,1765,1729,29,21,21,22,23,33.999999999999986
W,15,1766,1786,178,24,30.25,44.5,59,83
W,15,1769,1789,181,22,25,28,36,62
W,15,1770,1790,118,21,23.25,33,42.75,54.29999999999998
W,15,1772,1782,95,21,21,22,24,49.699999999999974
W,15,1773,1766,83,21,21.5,23,25,29.89999999999999
W,15,1774,1785,177,22,26,32,48,75
W,15,1775,12947,239,21,23.5,26,29,34
W,15,1778,12904,351,21,23,25,28,33
W,15,1779,1772,66,21,22,24,31.75,49.25
W,15,178,152,246,23,26,28,29,32
W,15,1780,1832,158,21,22.25,25,28,66
W,15,1781,1780,84,22,25,29,34.25,49.849999999999994
W,15,1782,1784,169,21,28,43,59,82
W,15,1783,1781,99,21,22,24,31,57.099999999999994
W,15,1784,1773,183,23,26,28,30,35
W,15,1785,1783,170,21,23,24,26,31.549999999999983
W,15,1786,1788,177,22,26,31,44,61
W,15,1788,1770,115,21,22,23,26,40.09999999999998
W,15,1789,1787,187,29,36,49,69,93
W,15,179,150,227,21,23,26,30,35
W,15,1790,6723,186,34,42,57,78,108.75
W,15,1792,1794,248,26,34.75,45,57,70
W,15,1793,7656,371,37.5,48,63,119.5,143
W,15,1794,12946,250,24,28,30,34,51
W,15,1798,1793,371,28.5,33,36,43.5,93.5
W,15,1799,1798,52,21,22,27,40.5,52.34999999999999
W,15,180,11271,62,21,21,22,23,26.949999999999996
W,15,1802,1804,167,22.3,30.5,40,47,53
W,15,1803,1778,284,21,23,27,36,52.849999999999966
W,15,1804,1808,102,21,22,23,25,34.94999999999999
W,15,1805,1803,37,21,21,22,25,41.59999999999999
W,15,1807,1805,113,22,27,36,42,49
W,15,1808,1810,229,22,27,45,60,75.6
W,15,181,207,250,39,42,45,50,70
W,15,1810,1812,84,21,22,23,24,28.849999999999994
W,15,1811,1807,365,22,25,27,30,35
W,15,1812,1814,94,21,21,23,30.5,43.349999999999994
W,15,1815,12948,419,22,24,26,29,33
W,15,1816,1819,246,22.25,30,50,81,145.5
W,15,1818,1815,432,27,32,36,41,53.44999999999999
W,15,1818,1818,61,21,22,26,31,37
W,15,1818,2562,188,44,52.75,62.5,80,105.95000000000002
W,15,1819,1821,250,23,26,29,33,77.19999999999993
W,15,182,189,55,21,21,22,23.5,26.599999999999994
W,15,1823,1827,175,21,24,26,28,41.89999999999995
W,15,1824,1818,418,27,38,64,97.75,128.5999999999999
W,15,1826,1824,332,21,24,27,30,37.44999999999999
W,15,1827,6427,182,22,26,33.5,53,69.94999999999999
W,15,1829,1826,75,21,22,22,24,28.299999999999997
W,15,183,154,51,21,22,23,24,26.5
W,15,1831,13236,51,23,26,38,54.5,75.5
W,15,1832,1831,177,22,34,50,64,367.59999999999945
W,15,1835,1873,48,21,22,22,24,38.3
W,15,184,4326,189,67.4,108,144,184,280.79999999999984
W,15,1842,1846,83,22,35,51,64,74.89999999999999
W,15,1845,1848,62,25,30,39.5,70.5,132.0999999999999
W,15,1846,1900,126,28,31.25,39,50.75,58
W,15,1847,1845,29,21,23,24,26,33.8
W,15,1848,6000,62,33.2,55.75,66,80,129.59999999999997
W,15,1851,1856,126,26.25,33,41.5,57,73
W,15,1852,1899,61,25,29,32,47,59
W,15,1853,6720,125,23,25,27,30,37.8
W,15,1856,1858,69,21,21,22,23,37.19999999999999
W,15,1857,1852,62,34,38,41,43.75,51.89999999999999
W,15,1858,1860,113,21,24,34,45,53
W,15,1859,1857,54,21,22,24,29,54
W,15,1860,1863,120,21,23,25,37,55
W,15,1861,1859,54,21,22,23.5,25.75,33
W,15,1862,1861,58,22,25,34.5,45.75,53
W,15,1863,1865,124,23,27,29,33.25,47
W,15,1864,1862,62,31.05,35,39,44.75,60.84999999999999
W,15,1865,1868,126,27,33,39,61.75,157.75
W,15,1868,1871,124,25,48,82.5,134.5,175.34999999999994
W,15,1869,1864,124,25,32,38,62,84.69999999999999
W,15,187,163,60,21,21,22,24,29.049999999999997
W,15,1870,1869,124,31,35,37,42,79.54999999999998
W,15,1871,1872,65,21,21,22,24,28.799999999999997
W,15,1872,1834,95,21,21.5,23,24,28
W,15,1873,1870,91,21.5,32.5,51,76.5,111
W,15,1874,1876,64,21,26,35.5,54,91.85
W,15,1876,10596,126,31,34,38.5,43,54.75
W,15,188,181,151,21,21,22,24,28
W,15,1882,10571,123,22,25,27,29,36.89999999999999
W,15,1883,10594,125,27,30,34,38,50
W,15,1887,1883,125,27,30,33,38,47.8
W,15,1888,1890,124,24,29.75,44.5,65,89.54999999999998
W,15,1889,1887,91,21,22,23,25,28.5
W,15,189,156,310,46,49,52.5,57,65
W,15,1890,1894,123,22,24,26,27,30
W,15,1893,1891,124,29,37.75,50.5,65.25,73.85
W,15,1894,1895,42,21,21,22,23,25.949999999999996
W,15,1896,1893,43,21,22,23,25,31
W,15,1898,1896,102,21,22,23,25,27.94999999999999
W,15,1899,1847,60,21,23,27,54.5,75
W,15,1900,1851,126,28,31,33,35.75,40
W,15,1904,1906,24,21,21,22,23.25,25.849999999999998
W,15,1905,1903,120,28.9,61,94.5,125,148.1
W,15,1907,1905,63,21,21.5,22,24,36.599999999999994
W,15,1908,1911,58,23,42.75,57.5,81,93
W,15,1909,1907,39,21,21,22,23,25.200000000000003
W,15,191,199,250,25.450000000000003,55,72,82,93
W,15,1913,1910,61,23,32,47,78,99
W,15,1916,1913,62,26,30,33,36,41.949999999999996
W,15,1919,6765,100,21,24,25,27,30.049999999999997
W,15,1922,13637,63,71.2,106.5,135,167,195.8
W,15,1924,1925,34,21,21,22,23,25
W,15,1929,4964,251,46,51,73,121,162
W,15,193,203,310,24,27,31,41,58
W,15,1931,8904,63,22,24,25,28,34.8
W,15,194,187,176,21,25,35,44,66.25
W,15,197,174,36,22,26,31.5,43.25,49.25
W,15,198,196,195,21,22,23,25,29
W,15,199,200,249,23,26,29,31,39
W,15,1990,7231,185,22,25,28,31,35.79999999999998
W,15,1991,7281,248,41,47,58.5,73,92
W,15,20,10505,63,23,26.5,28,32.5,39.9
W,15,200,201,245,23,26,28,36,114.79999999999998
W,15,2000,2109,42,21,24,27.5,31,37.84999999999999
W,15,2001,2110,185,26,29,31,35,43
W,15,2002,2000,187,27.3,31,33,35,40
W,15,2003,2001,61,23,26,37,47,67
W,15,2005,2040,61,23,27,30,32,37
W,15,2009,2117,231,22,28,48,58,68
W,15,201,170,235,23,33,55,74,138.39999999999986
W,15,2016,4288,62,59.099999999999994,75.5,105.5,122.75,149.9
W,15,2017,2016,53,23,68,102,111,119.4
W,15,2018,2020,30,21,22,23,24,28.19999999999999
W,15,202,180,246,22,24,26,28,34
W,15,2020,2024,58,21,23,25,27,30.15
W,15,2021,2017,62,27,35.25,57.5,98.5,199.24999999999994
W,15,2024,2028,56,21,22,23.5,25,28.25
W,15,2025,2021,62,22.05,24,27,30,34
W,15,2029,2025,61,23,25,27,28,31
W,15,203,182,310,37,40,42,45,50
W,15,2032,2010,61,24,37,65,90,119
W,15,2036,2005,59,22,26,28,31,32.29999999999998
W,15,2041,2037,62,29.05,37.25,40,43,45.949999999999996
W,15,2047,2043,62,25,26,27.5,30,37.84999999999999
W,15,2049,2051,21,21,22,23,24,25
W,15,2051,2053,58,22.849999999999998,31.25,49.5,60.25,77
W,15,2053,13075,61,21,23,25,28,31
W,15,2054,2050,46,21,22,23,23.75,29
W,15,2057,2054,62,28.150000000000002,36.25,50.5,65.75,79.89999999999999
W,15,2059,2057,27,21,21,22,23,26
W,15,2063,2065,50,21.450000000000003,26,41.5,61.5,84.04999999999997
W,15,2064,2061,23,21,21,22,23,24
W,15,2068,2066,60,22.950000000000003,29,46,69.5,90.05
W,15,2069,2074,62,24,28,30.5,41.5,54.949999999999996
W,15,207,191,250,33,41,60.5,79,104.54999999999998
W,15,2073,2070,38,21,22,24,26,35.15
W,15,2074,2076,34,21,22,23,24,28.69999999999999
W,15,2075,2073,62,24.05,28,31,39.5,54.84999999999999
W,15,2076,6920,62,36,44.25,62,81.5,115.54999999999995
W,15,208,10849,25,21,22,23,24,25.799999999999997
W,15,2081,2075,42,21.05,23,24.5,27.75,30
W,15,210,179,251,36,41,44,48,55
W,15,2105,2106,81,21,21,22,25,32
W,15,2106,2108,40,21.950000000000003,25,28.5,33,36.449999999999974
W,15,2107,9709,186,24,29,38,54,67.75
W,15,2108,2003,187,25,29,30,33,38
W,15,2109,2107,145,21,22,23,25,29
W,15,211,183,250,32,36,46.5,73.75,99
W,15,2110,2114,187,26,30,35,46,67.69999999999999
W,15,2111,2002,69,22,26,38,47,66.19999999999996
W,15,2114,13737,102,21,22,24,27,33.94999999999999
W,15,2115,2111,187,45,50,57,69,120.79999999999995
W,15,2117,2115,124,21,21,23,25,31
W,15,2119,2122,187,23.3,27,31,40.5,60.69999999999999
W,15,212,160,251,26,30,37,44,58
W,15,2121,2009,250,31,35,43.5,58,84.54999999999998
W,15,2122,2124,158,21,23,25,32,92.05000000000004
W,15,2123,2121,222,21,24,29,40,52
W,15,2124,2127,187,27,38,62,83,148.19999999999993
W,15,2126,2123,160,21,21,22,24,35
W,15,2127,2130,34,21,21,22,23.75,29.049999999999983
W,15,2128,2126,233,22,46,58,66,76
W,15,2129,2128,162,21,23,33,64,83.84999999999997
W,15,2130,2131,27,21,21,23,26,32
W,15,2131,2134,102,21,22,23,27,44
W,15,2132,2129,55,21,21,22,25,59.599999999999966
W,15,2133,2132,145,21,21,22,24,29.799999999999983
W,15,2134,2138,187,27,29,31,34,39
W,15,2137,2133,249,30,33,36,42,63.19999999999999
W,15,2138,2139,111,21,22,24,30.5,55.5
W,15,2139,2144,186,23,26,29,33,67.25
W,15,2143,11831,250,25,28,31,41.75,58.54999999999998
W,15,2144,2146,48,22,25,36.5,60.75,94.6
W,15,2145,2143,41,21,21,23,26,32
W,15,2146,2147,120,23,40,68,94.25,139
W,15,2147,2151,58,21,22,23.5,25,31.299999999999997
W,15,2148,2145,138,21,22,23,25,30.150000000000006
W,15,2149,2148,151,21,23,28,42,70.5
W,15,2151,2155,136,30.75,34,36,39,44
W,15,2153,2149,186,27,31,33,35,44
W,15,2155,2158,47,21,21.5,23,46,83.19999999999993
W,15,2156,2153,54,21,21,23,25,28.349999999999994
W,15,2158,8140,131,52,93.5,120,152,197.5
W,15,2170,13796,173,48,58,82,92,111
W,15,2268,1034,124,39.15,49.75,68.5,84.25,111.39999999999998
W,15,2273,995,65,21,22,24,27,38.8
W,15,2274,2273,93,21,23,30,62,103.39999999999999
W,15,229,238,126,34,39,44,56.5,83.75
W,15,230,236,63,21,23,28,35,52.699999999999996
W,15,231,253,62,21,21.25,22,23,27.949999999999996
W,15,233,5378,125,66.2,84,101,118,147.39999999999998
W,15,2330,13594,183,44,60.5,90,109,141
W,15,2331,2419,92,21,22,24,25.25,41.050000000000026
W,15,2341,2416,183,24,27,29,32,36
W,15,2343,8119,63,67.2,73,83,91,108.6
W,15,235,240,86,21,22,24,30.75,54.75
W,15,2354,2356,57,22,25,27,29,35.59999999999999
