SERVICE_DATE,SERVICE_KEY,TRAIN,TRIP_NUMBER,bus,ROUTE_NUMBER,DIRECTION,ESTIMATED_LOAD,start_location,depart,end_location,arrive,ACT_ARR_TIME,ACT_DEP_TIME,STOP_TYPE,GPS_LONGITUDE,GPS_LATITUDE,delay,DOOR_OPEN_TIME
03OCT2017:00:00:00,W,410,1680,3155,4,1,23,7856,64678,2642,64817,64693,64723,3,-122.6587317,45.512841667,30,0
03OCT2017:00:00:00,W,410,1840,3155,4,1,4,7856,81583,2642,81727,81597,81649,3,-122.658705,45.512838333000005,52,0
04OCT2017:00:00:00,W,410,1250,2622,4,1,25,7856,31171,2642,31451,31205,31267,3,-122.65874,45.512843333,62,0
04OCT2017:00:00:00,W,410,1680,3324,4,1,19,7856,64806,2642,65021,64820,64873,3,-122.65871829999999,45.512841667,53,0
04OCT2017:00:00:00,W,410,1840,3324,4,1,8,7856,81595,2642,81802,81608,81652,3,-122.65870670000001,45.512845,44,0
05OCT2017:00:00:00,W,410,1250,2705,4,1,19,7856,30728,2642,31013,30735,30762,3,-122.6586817,45.51207,27,0
05OCT2017:00:00:00,W,410,1840,3535,4,1,5,7856,81590,2642,81731,81603,81649,3,-122.6587383,45.512823333,46,0
05OCT2017:00:00:00,W,410,1840,3535,4,1,5,7856,81590,2642,81731,81675,81687,3,-122.6605033,45.51299,12,0
06OCT2017:00:00:00,W,410,1840,3268,4,1,18,7856,82103,2642,82229,82121,82138,3,-122.658745,45.512809999999995,17,0
06OCT2017:00:00:00,W,410,1680,3268,4,1,14,7856,64537,2642,64732,64552,64593,3,-122.65873500000001,45.512801667,41,0
06OCT2017:00:00:00,W,410,1250,3319,4,1,18,7856,30585,2642,30968,30596,30618,3,-122.65870670000001,45.511986666999995,22,0
06OCT2017:00:00:00,W,410,1250,3319,4,1,18,7856,30585,2642,30968,30639,30700,3,-122.65873,45.512825,61,0
06OCT2017:00:00:00,W,410,1250,3319,4,1,18,7856,30585,2642,30968,30891,30898,3,-122.663715,45.512961667,7,0
09OCT2017:00:00:00,W,410,1250,2723,4,1,16,7856,30501,2642,30698,30515,30564,3,-122.658725,45.512846667,49,0
09OCT2017:00:00:00,W,410,1840,3265,4,1,3,7856,81539,2642,81663,81555,81575,3,-122.65871499999999,45.512825,20,0
09OCT2017:00:00:00,W,410,1680,3265,4,1,18,7856,64524,2642,64669,64541,64581,3,-122.6587233,45.512848333,40,0
10OCT2017:00:00:00,W,410,1250,3104,4,1,20,7856,31069,2642,31456,31087,31123,3,-122.6587533,45.512775,36,0
10OCT2017:00:00:00,W,410,1250,3104,4,1,20,7856,31069,2642,31456,31259,31266,3,-122.66173,45.51294,7,0
10OCT2017:00:00:00,W,410,1250,3104,4,1,20,7856,31069,2642,31456,31356,31363,3,-122.66309,45.512953333,7,0
10OCT2017:00:00:00,W,410,1680,3267,4,1,0,7856,64595,2642,64734,64610,64654,3,-122.6587233,45.512845,44,0
10OCT2017:00:00:00,W,410,1840,3267,4,1,0,7856,81663,2642,81802,81674,81720,3,-122.6587033,45.512843333,46,0
11OCT2017:00:00:00,W,410,1680,3131,4,1,22,7856,64658,2642,64872,64680,64716,3,-122.65876829999999,45.512841667,36,0
11OCT2017:00:00:00,W,410,1840,3131,4,1,11,7856,81868,2642,82023,81883,81927,3,-122.658725,45.512840000000004,44,0
11OCT2017:00:00:00,W,410,1250,3325,4,1,0,7856,31258,2642,31589,31275,31325,3,-122.65873,45.512834999999995,50,0
12OCT2017:00:00:00,W,410,1840,3057,4,1,2,7856,81681,2642,81803,81695,81728,3,-122.65872,45.51287,33,0
12OCT2017:00:00:00,W,410,1250,3526,4,1,18,7856,30930,2642,31251,30951,30987,3,-122.65871829999999,45.512828333,36,0
13OCT2017:00:00:00,W,410,1250,2627,4,1,22,7856,30507,2642,30769,30525,30563,3,-122.65871670000001,45.512840000000004,38,0
13OCT2017:00:00:00,W,410,1680,3539,4,1,6,7856,64523,2642,64679,64541,64594,3,-122.6587283,45.51283,53,0
13OCT2017:00:00:00,W,410,1840,3539,4,1,7,7856,81662,2642,81801,81679,81717,3,-122.65873,45.512805,38,0
16OCT2017:00:00:00,W,410,1250,2635,4,1,36,7856,30833,2642,31240,30852,30910,3,-122.65871499999999,45.512851667,58,0
16OCT2017:00:00:00,W,410,1250,2635,4,1,36,7856,30833,2642,31240,31071,31079,3,-122.6631617,45.512963333,8,0
16OCT2017:00:00:00,W,410,1250,2635,4,1,36,7856,30833,2642,31240,31166,31174,3,-122.6655983,45.512976667,8,0
16OCT2017:00:00:00,W,410,1680,3142,4,1,15,7856,64599,2642,64798,64616,64652,3,-122.658725,45.512831667,36,0
16OCT2017:00:00:00,W,410,1840,3142,4,1,11,7856,81583,2642,81731,81597,81646,3,-122.65873329999998,45.512845,49,0
16OCT2017:00:00:00,W,410,1840,3142,4,1,11,7856,81583,2642,81731,81675,81683,3,-122.6604967,45.512978333,8,0
17OCT2017:00:00:00,W,410,1680,3544,4,1,13,7856,64515,2642,64730,64534,64591,3,-122.6587283,45.512855,57,0
17OCT2017:00:00:00,W,410,1840,3544,4,1,6,7856,81589,2642,81734,81601,81631,3,-122.6587317,45.512856667,30,0
17OCT2017:00:00:00,W,410,1250,3576,4,1,0,7856,30907,2642,31232,30926,30985,3,-122.6587317,45.512834999999995,59,0
18OCT2017:00:00:00,W,410,1250,2605,4,1,25,7856,30999,2642,31318,31016,31054,3,-122.65872,45.512758333,38,0
18OCT2017:00:00:00,W,410,1250,2605,4,1,25,7856,30999,2642,31318,31268,31275,3,-122.6656017,45.512983333,7,0
18OCT2017:00:00:00,W,410,1840,3328,4,1,12,7856,81668,2642,81803,81682,81717,3,-122.6587283,45.512848333,35,0
19OCT2017:00:00:00,W,410,1250,2608,4,1,0,7856,31060,2642,31416,31074,31171,3,-122.6587467,45.512838333000005,97,0
19OCT2017:00:00:00,W,410,1840,3545,4,1,3,7856,81618,2642,81740,81630,81651,3,-122.658725,45.512856667,21,0
20OCT2017:00:00:00,W,410,1250,2629,4,1,32,7856,30695,2642,31023,30714,30780,3,-122.6587217,45.512848333,66,0
20OCT2017:00:00:00,W,410,1840,3563,4,1,6,7856,81800,2642,82014,81812,81864,3,-122.65872,45.51285,52,0
20OCT2017:00:00:00,W,410,1680,3563,4,1,7,7856,64464,2642,64604,64475,64524,3,-122.65871829999999,45.512838333000005,49,0
23OCT2017:00:00:00,W,410,1840,3107,4,1,14,7856,81597,2642,81729,81612,81647,3,-122.658745,45.512833333,35,0
24OCT2017:00:00:00,W,410,1250,3317,4,1,16,7856,30786,2642,30992,30803,30843,3,-122.6587367,45.512701666999995,40,0
24OCT2017:00:00:00,W,410,1840,3532,4,1,7,7856,81587,2642,81728,81603,81645,3,-122.6587433,45.51283,42,0
24OCT2017:00:00:00,W,410,1680,3532,4,1,10,7856,64747,2642,64941,64754,64792,3,-122.65869170000002,45.512046667,38,0
25OCT2017:00:00:00,W,410,1680,3576,4,1,10,7856,64526,2642,64674,64540,64583,3,-122.6587283,45.512828333,43,0
25OCT2017:00:00:00,W,410,1840,3576,4,1,3,7856,81674,2642,81801,81690,81718,3,-122.65873500000001,45.512834999999995,28,0
25OCT2017:00:00:00,W,410,1840,3576,4,1,3,7856,81674,2642,81801,81747,81758,3,-122.6605,45.512996666999996,11,0
26OCT2017:00:00:00,W,410,1250,3329,4,1,20,7856,30793,2642,31015,30800,30833,3,-122.658675,45.512108333,33,0
26OCT2017:00:00:00,W,410,1840,3576,4,1,7,7856,81596,2642,81733,81614,81649,3,-122.65874170000001,45.512834999999995,35,0
26OCT2017:00:00:00,W,410,1840,3576,4,1,7,7856,81596,2642,81733,81682,81690,3,-122.6604883,45.513003333,8,0
26OCT2017:00:00:00,W,410,1680,3576,4,1,10,7856,64482,2642,64661,64487,64514,3,-122.6586933,45.51205,27,0
27OCT2017:00:00:00,W,410,1840,3111,4,1,18,7856,81949,2642,82154,81966,81999,3,-122.65873,45.51276,33,0
27OCT2017:00:00:00,W,410,1680,3111,4,1,16,7856,64523,2642,64672,64536,64583,3,-122.65872,45.512853333,47,0
27OCT2017:00:00:00,W,410,1250,3516,4,1,19,7856,30558,2642,30781,30570,30635,3,-122.6587367,45.512848333,65,0
30OCT2017:00:00:00,W,410,1250,2632,4,1,26,7856,31142,2642,31340,31157,31199,3,-122.658705,45.512856667,42,0
30OCT2017:00:00:00,W,410,1840,3302,4,1,0,7856,81604,2642,81741,81621,81647,3,-122.6586967,45.512843333,26,0
31OCT2017:00:00:00,W,410,1250,2637,4,1,33,7856,31069,2642,31267,31086,31124,3,-122.65873329999998,45.512848333,38,0
31OCT2017:00:00:00,W,410,1840,3266,4,1,7,7856,81733,2642,81877,81746,81790,3,-122.65873,45.512846667,44,0
02OCT2017:00:00:00,W,411,1270,3312,4,1,28,7856,31818,2642,32110,32021,32028,3,-122.66471499999999,45.512963333,7,0
03OCT2017:00:00:00,W,411,1270,3519,4,1,18,7856,32253,2642,32728,32265,32314,3,-122.6587283,45.5128,49,0
03OCT2017:00:00:00,W,411,1270,3519,4,1,18,7856,32253,2642,32728,32572,32659,3,-122.66498,45.51297,87,0
03OCT2017:00:00:00,W,411,1270,3519,4,1,18,7856,32253,2642,32728,32672,32723,3,-122.66571,45.512971666999995,51,0
04OCT2017:00:00:00,W,411,1270,3547,4,1,23,7856,31896,2642,32110,31915,31958,3,-122.65875,45.512818333,43,0
06OCT2017:00:00:00,W,411,1270,3302,4,1,36,7856,31479,2642,31802,31497,31545,3,-122.6587217,45.512816666999996,48,0
06OCT2017:00:00:00,W,411,1270,3302,4,1,36,7856,31479,2642,31802,31701,31712,3,-122.6629917,45.512961667,11,0
09OCT2017:00:00:00,W,411,1270,3539,4,1,25,7856,31481,2642,31688,31494,31545,3,-122.65874170000001,45.51282,51,0
10OCT2017:00:00:00,W,411,1270,2649,4,1,22,7856,32049,2642,32404,32066,32103,3,-122.65872,45.512773333,37,0
10OCT2017:00:00:00,W,411,1270,2649,4,1,22,7856,32049,2642,32494,32066,32103,3,-122.65872,45.512773333,37,0
11OCT2017:00:00:00,W,411,1270,2618,4,1,37,7856,33014,2642,33400,33030,33070,3,-122.6587267,45.51277,40,0
11OCT2017:00:00:00,W,411,1270,2618,4,1,37,7856,33014,2642,33400,33224,33231,3,-122.6622983,45.512961667,7,0
13OCT2017:00:00:00,W,411,1270,3516,4,1,0,7856,31498,2642,31685,31502,31530,3,-122.6586867,45.512073333000004,28,0
16OCT2017:00:00:00,W,411,1270,3165,4,1,48,7856,32169,2642,32489,32195,32238,3,-122.65873500000001,45.512831667,43,0
16OCT2017:00:00:00,W,411,1270,3165,4,1,48,7856,32169,2642,32489,32401,32408,3,-122.6626567,45.512935,7,0
17OCT2017:00:00:00,W,411,1270,2612,4,1,49,7856,31841,2642,32157,31860,31893,3,-122.6587217,45.512831667,33,0
17OCT2017:00:00:00,W,411,1270,2612,4,1,49,7856,31841,2642,32157,31919,31931,3,-122.6596233,45.513001667,12,0
18OCT2017:00:00:00,W,411,1270,2625,4,1,21,7856,31984,2642,32346,31992,32019,3,-122.6586733,45.512078333000005,27,0
18OCT2017:00:00:00,W,411,1270,2625,4,1,21,7856,31984,2642,32346,32049,32106,3,-122.65871670000001,45.512828333,57,0
19OCT2017:00:00:00,W,411,1270,2724,4,1,32,7856,32669,2642,32985,32682,32784,3,-122.65871829999999,45.512859999999996,102,0
20OCT2017:00:00:00,W,411,1270,2622,4,1,45,7856,31759,2642,32004,31772,31823,3,-122.6587567,45.512785,51,0
23OCT2017:00:00:00,W,411,1270,3315,4,1,33,7856,31786,2642,31977,31792,31814,3,-122.658705,45.512021667,22,0
24OCT2017:00:00:00,W,411,1270,3526,4,1,23,7856,31496,2642,31697,31504,31531,3,-122.6586883,45.512066667,27,0
25OCT2017:00:00:00,W,411,1270,2709,4,1,35,7856,31557,2642,31771,31574,31615,3,-122.6587217,45.51279,41,0
26OCT2017:00:00:00,W,411,1270,2719,4,1,31,7856,31624,2642,31835,31641,31682,3,-122.6587367,45.512846667,41,0
27OCT2017:00:00:00,W,411,1270,2615,4,1,34,7856,31611,2642,31840,31625,31689,3,-122.65876329999999,45.51287,64,0
02OCT2017:00:00:00,W,415,1740,3149,4,1,11,7856,69783,2642,69911,69804,69819,3,-122.6587383,45.512856667,15,0
02OCT2017:00:00:00,W,415,1870,3149,4,1,8,7856,85672,2642,85797,85688,85705,3,-122.6587267,45.51283,17,0
03OCT2017:00:00:00,W,415,1870,3330,4,1,0,7856,85804,2642,85932,85821,85840,3,-122.65874,45.512826667,19,0
03OCT2017:00:00:00,W,415,1740,3330,4,1,0,7856,69499,2642,69617,69515,69535,3,-122.65870829999999,45.512826667,20,0
04OCT2017:00:00:00,W,415,1870,3114,4,1,6,7856,85722,2642,85856,85739,85775,3,-122.65873,45.512823333,36,0
04OCT2017:00:00:00,W,415,1740,3114,4,1,9,7856,69544,2642,69697,69561,69604,3,-122.6587283,45.512843333,43,0
05OCT2017:00:00:00,W,415,1740,3556,4,1,11,7856,69628,2642,69760,69641,69684,3,-122.65871829999999,45.512833333,43,0
05OCT2017:00:00:00,W,415,1870,3556,4,1,4,7856,85664,2642,85789,85682,85709,3,-122.6587383,45.512841667,27,0
06OCT2017:00:00:00,W,415,1740,3162,4,1,11,7856,69627,2642,69823,69642,69677,3,-122.65873,45.512834999999995,35,0
06OCT2017:00:00:00,W,415,1740,3162,4,1,11,7856,69627,2642,69823,69706,69720,3,-122.6601733,45.513009999999994,14,0
06OCT2017:00:00:00,W,415,1740,3162,4,1,11,7856,69627,2642,69823,69763,69786,3,-122.66057830000001,45.512945,23,0
06OCT2017:00:00:00,W,415,1870,3162,4,1,7,7856,85795,2642,85932,85811,85842,3,-122.65873,45.512841667,31,0
09OCT2017:00:00:00,W,415,1870,3140,4,1,4,7856,85724,2642,85861,85733,85780,3,-122.65872,45.512834999999995,47,0
09OCT2017:00:00:00,W,415,1740,3140,4,1,13,7856,69514,2642,69712,69519,69545,3,-122.6586733,45.512071667,26,0
09OCT2017:00:00:00,W,415,1740,3140,4,1,13,7856,69514,2642,69712,69565,69614,3,-122.65871329999999,45.512826667,49,0
10OCT2017:00:00:00,W,415,1740,3566,4,1,7,7856,69478,2642,69621,69493,69541,3,-122.65873500000001,45.512855,48,0
10OCT2017:00:00:00,W,415,1870,3566,4,1,5,7856,85724,2642,85863,85743,85771,3,-122.65871170000001,45.51283,28,0
11OCT2017:00:00:00,W,415,1740,3125,4,1,0,7856,69492,2642,69632,69507,69544,3,-122.6587233,45.512845,37,0
11OCT2017:00:00:00,W,415,1870,3125,4,1,0,7856,85665,2642,85797,85682,85709,3,-122.6587283,45.512838333000005,27,0
11OCT2017:00:00:00,W,415,1870,3125,4,1,0,7856,85665,2642,85797,85738,85749,3,-122.66056329999999,45.512966667,11,0
12OCT2017:00:00:00,W,415,1740,3148,4,1,11,7856,69752,2642,69899,69771,69821,3,-122.65871329999999,45.512855,50,0
12OCT2017:00:00:00,W,415,1870,3148,4,1,5,7856,85718,2642,85863,85733,85781,3,-122.65873500000001,45.512826667,48,0
12OCT2017:00:00:00,W,415,1870,3148,4,1,5,7856,85718,2642,85863,85811,85818,3,-122.6605483,45.512973333000005,7,0
13OCT2017:00:00:00,W,415,1870,3534,4,1,6,7856,85721,2642,85863,85733,85776,3,-122.65874,45.51283,43,0
16OCT2017:00:00:00,W,415,1740,3103,4,1,8,7856,69552,2642,69697,69562,69609,3,-122.65871170000001,45.512836666999995,47,0
16OCT2017:00:00:00,W,415,1870,3103,4,1,3,7856,85716,2642,85866,85731,85777,3,-122.658745,45.512834999999995,46,0
17OCT2017:00:00:00,W,415,1740,3533,4,1,8,7856,69758,2642,69913,69774,69816,3,-122.65870829999999,45.51282,42,0
17OCT2017:00:00:00,W,415,1870,3533,4,1,5,7856,85715,2642,85861,85729,85779,3,-122.65871829999999,45.512834999999995,50,0
18OCT2017:00:00:00,W,415,1740,3129,4,1,8,7856,69560,2642,69701,69577,69603,3,-122.6587283,45.512778333,26,0
18OCT2017:00:00:00,W,415,1740,3129,4,1,8,7856,69560,2642,69711,69577,69603,3,-122.6587283,45.512778333,26,0
18OCT2017:00:00:00,W,415,1870,3129,4,1,2,7856,85667,2642,85789,85684,85707,3,-122.6587383,45.512834999999995,23,0
19OCT2017:00:00:00,W,415,1740,3523,4,1,9,7856,69486,2642,69633,69502,69543,3,-122.6587233,45.512816666999996,41,0
19OCT2017:00:00:00,W,415,1870,3523,4,1,2,7856,85672,2642,85800,85687,85711,3,-122.65871829999999,45.51283,24,0
20OCT2017:00:00:00,W,415,1870,3147,4,1,8,7856,85858,2642,86013,85872,85916,3,-122.65871670000001,45.512826667,44,0
20OCT2017:00:00:00,W,415,1740,3147,4,1,15,7856,69624,2642,69837,69642,69677,3,-122.6587217,45.512834999999995,35,0
23OCT2017:00:00:00,W,415,1740,3520,4,1,9,7856,69484,2642,69630,69498,69551,3,-122.6587317,45.512840000000004,53,0
23OCT2017:00:00:00,W,415,1870,3520,4,1,7,7856,85730,2642,85875,85746,85780,3,-122.65873,45.51282,34,0
24OCT2017:00:00:00,W,415,1740,3570,4,1,9,7856,69481,2642,69629,69497,69548,3,-122.65873,45.512840000000004,51,0
24OCT2017:00:00:00,W,415,1870,3570,4,1,5,7856,85722,2642,85871,85741,85777,3,-122.6587317,45.512833333,36,0
25OCT2017:00:00:00,W,415,1740,3160,4,1,5,7856,69480,2642,69619,69492,69536,3,-122.65874,45.512828333,44,0
25OCT2017:00:00:00,W,415,1870,3160,4,1,4,7856,85711,2642,85859,85729,85778,3,-122.65873500000001,45.512840000000004,49,0
26OCT2017:00:00:00,W,415,1870,3516,4,1,5,7856,85666,2642,85791,85681,85707,3,-122.65873500000001,45.51283,26,0
27OCT2017:00:00:00,W,415,1870,3115,4,1,12,7856,85857,2642,86065,85872,85920,3,-122.658755,45.512828333,48,0
27OCT2017:00:00:00,W,415,1740,3115,4,1,6,7856,69560,2642,69821,69575,69612,3,-122.65873500000001,45.512833333,37,0
27OCT2017:00:00:00,W,415,1740,3115,4,1,6,7856,69560,2642,69821,69769,69813,3,-122.6662783,45.512893333,44,0
30OCT2017:00:00:00,W,415,1740,3102,4,1,10,7856,69614,2642,69771,69629,69678,3,-122.65871670000001,45.512833333,49,0
30OCT2017:00:00:00,W,415,1870,3102,4,1,4,7856,85793,2642,85935,85805,85846,3,-122.65872,45.512838333000005,41,0
31OCT2017:00:00:00,W,415,1740,3106,4,1,0,7856,69411,2642,69554,69423,69467,3,-122.6587217,45.512838333000005,44,0
31OCT2017:00:00:00,W,415,1870,3106,4,1,0,7856,85669,2642,85792,85682,85707,3,-122.6587233,45.512823333,25,0
02OCT2017:00:00:00,W,416,1880,3150,4,1,7,7856,87438,2642,87562,87454,87471,3,-122.65873500000001,45.512803333,17,0
02OCT2017:00:00:00,W,416,1750,3150,4,1,18,7856,70670,2642,70810,70686,70725,3,-122.658725,45.512806667,39,0
03OCT2017:00:00:00,W,416,1750,3115,4,1,9,7856,70407,2642,70532,70422,70451,3,-122.658725,45.512818333,29,0
03OCT2017:00:00:00,W,416,1880,3638,4,1,3,7856,87511,2642,87632,87523,87549,3,-122.6587017,45.512825,26,0
03OCT2017:00:00:00,W,416,1880,3638,4,1,3,7856,87511,2642,87632,87578,87587,3,-122.6604467,45.513001667,9,0
04OCT2017:00:00:00,W,416,1750,3638,4,1,0,7856,70457,2642,70598,70472,70516,3,-122.6587033,45.512838333000005,44,0
04OCT2017:00:00:00,W,416,1880,3638,4,1,0,7856,87492,2642,87630,87504,87548,3,-122.6586933,45.512833333,44,0
04OCT2017:00:00:00,W,416,1880,3638,4,1,0,7856,87492,2642,87630,87581,87588,3,-122.66046499999999,45.513001667,7,0
05OCT2017:00:00:00,W,416,1750,3301,4,1,13,7856,70541,2642,70675,70556,70586,3,-122.658725,45.512815,30,0
05OCT2017:00:00:00,W,416,1880,3301,4,1,3,7856,87440,2642,87556,87453,87476,3,-122.65871170000001,45.512825,23,0
06OCT2017:00:00:00,W,416,1750,3520,4,1,4,7856,70522,2642,70675,70541,70590,3,-122.6587317,45.512818333,49,0
06OCT2017:00:00:00,W,416,1880,3520,4,1,7,7856,87482,2642,87630,87502,87552,3,-122.65873,45.512811667,50,0
09OCT2017:00:00:00,W,416,1750,3539,4,1,8,7856,70391,2642,70598,70400,70446,3,-122.6587467,45.512813333000004,46,0
09OCT2017:00:00:00,W,416,1880,3539,4,1,3,7856,87485,2642,87626,87497,87544,3,-122.6587283,45.512836666999995,47,0
10OCT2017:00:00:00,W,416,1750,3565,4,1,10,7856,70388,2642,70536,70405,70454,3,-122.6587467,45.51283,49,0
10OCT2017:00:00:00,W,416,1880,3565,4,1,5,7856,87635,2642,87769,87651,87684,3,-122.6587367,45.512828333,33,0
11OCT2017:00:00:00,W,416,1750,3165,4,1,18,7856,70318,2642,70458,70333,70377,3,-122.65871829999999,45.512834999999995,44,0
11OCT2017:00:00:00,W,416,1880,3165,4,1,7,7856,87431,2642,87553,87446,87473,3,-122.6587233,45.512831667,27,0
12OCT2017:00:00:00,W,416,1880,3323,4,1,0,7856,87437,2642,87626,87453,87473,3,-122.65873,45.512818333,20,0
12OCT2017:00:00:00,W,416,1750,3323,4,1,0,7856,70325,2642,70472,70341,70375,3,-122.6587383,45.512805,34,0
13OCT2017:00:00:00,W,416,1750,3117,4,1,10,7856,70388,2642,70535,70402,70450,3,-122.6587283,45.512816666999996,48,0
13OCT2017:00:00:00,W,416,1880,3117,4,1,7,7856,87437,2642,87559,87453,87472,3,-122.65871499999999,45.51283,19,0
16OCT2017:00:00:00,W,416,1750,3149,4,1,10,7856,70332,2642,70533,70351,70390,3,-122.65874170000001,45.512818333,39,0
16OCT2017:00:00:00,W,416,1880,3149,4,1,5,7856,87490,2642,87628,87508,87547,3,-122.65874,45.512823333,39,0
16OCT2017:00:00:00,W,416,1880,3149,4,1,5,7856,87490,2642,87628,87575,87589,3,-122.66046499999999,45.513016666999995,14,0
17OCT2017:00:00:00,W,416,1750,3508,4,1,10,7856,70473,2642,70610,70489,70527,3,-122.65872,45.512826667,38,0
17OCT2017:00:00:00,W,416,1880,3508,4,1,4,7856,87556,2642,87703,87573,87621,3,-122.6587033,45.51283,48,0
18OCT2017:00:00:00,W,416,1750,3546,4,1,7,7856,70344,2642,70465,70358,70374,3,-122.65871329999999,45.512845,16,0
19OCT2017:00:00:00,W,416,1750,3131,4,1,14,7856,70335,2642,70530,70354,70380,3,-122.6587283,45.512826667,26,0
19OCT2017:00:00:00,W,416,1880,3131,4,1,5,7856,87423,2642,87559,87435,87474,3,-122.65877169999999,45.51282,39,0
20OCT2017:00:00:00,W,416,1750,3565,4,1,8,7856,70531,2642,70683,70544,70592,3,-122.6587383,45.512813333000004,48,0
20OCT2017:00:00:00,W,416,1880,3565,4,1,3,7856,87423,2642,87566,87437,87478,3,-122.6587217,45.512821667,41,0
23OCT2017:00:00:00,W,416,1880,3527,4,1,3,7856,87500,2642,87629,87514,87548,3,-122.6587217,45.512826667,34,0
23OCT2017:00:00:00,W,416,1880,3527,4,1,3,7856,87500,2642,87629,87574,87587,3,-122.6604483,45.513009999999994,13,0
23OCT2017:00:00:00,W,416,1750,3527,4,1,6,7856,70322,2642,70469,70339,70377,3,-122.6587233,45.512813333000004,38,0
24OCT2017:00:00:00,W,416,1750,3307,4,1,6,7856,70588,2642,70745,70609,70658,3,-122.6587267,45.512855,49,0
24OCT2017:00:00:00,W,416,1880,3307,4,1,1,7856,87485,2642,87639,87504,87548,3,-122.65873500000001,45.512840000000004,44,0
24OCT2017:00:00:00,W,416,1880,3307,4,1,1,7856,87485,2642,87639,87579,87588,3,-122.66048,45.513000000000005,9,0
25OCT2017:00:00:00,W,416,1750,3327,4,1,5,7856,70316,2642,70485,70342,70375,3,-122.65871829999999,45.512825,33,0
26OCT2017:00:00:00,W,416,1750,3534,4,1,9,7856,70459,2642,70602,70474,70517,3,-122.6587467,45.512803333,43,0
26OCT2017:00:00:00,W,416,1880,3534,4,1,4,7856,87439,2642,87560,87454,87473,3,-122.65874170000001,45.512818333,19,0
26OCT2017:00:00:00,W,416,1880,3534,4,1,4,7856,87439,2642,87560,87501,87517,3,-122.66048329999998,45.513016666999995,16,0
27OCT2017:00:00:00,W,416,1750,3169,4,1,24,7856,70620,2642,70745,70636,70663,3,-122.6587267,45.512809999999995,27,0
27OCT2017:00:00:00,W,416,1880,3169,4,1,11,7856,87494,2642,87626,87503,87548,3,-122.658725,45.51279,45,0
30OCT2017:00:00:00,W,416,1750,3541,4,1,6,7856,70339,2642,70464,70354,70381,3,-122.65871499999999,45.512806667,27,0
30OCT2017:00:00:00,W,416,1880,3541,4,1,2,7856,87432,2642,87566,87445,87480,3,-122.6587217,45.512801667,35,0
30OCT2017:00:00:00,W,416,1880,3541,4,1,2,7856,87432,2642,87566,87508,87521,3,-122.66046499999999,45.512986667,13,0
31OCT2017:00:00:00,W,416,1750,3302,4,1,0,7856,70599,2642,70750,70613,70663,3,-122.65871170000001,45.512831667,50,0
31OCT2017:00:00:00,W,416,1880,3302,4,1,0,7856,87570,2642,87711,87590,87619,3,-122.65871499999999,45.512826667,29,0
31OCT2017:00:00:00,W,416,1880,3302,4,1,0,7856,87570,2642,87711,87651,87660,3,-122.66046170000001,45.512988333,9,0
02OCT2017:00:00:00,W,434,1490,2201,4,1,17,7856,51288,2642,51429,51301,51347,3,-122.65873,45.512823333,46,0
02OCT2017:00:00:00,W,434,1290,2201,4,1,21,7856,32947,2642,33309,32965,33000,3,-122.6587383,45.512758333,35,0
02OCT2017:00:00:00,W,434,1290,2201,4,1,21,7856,32947,2642,33309,33180,33283,3,-122.66560829999999,45.512965,103,0
03OCT2017:00:00:00,W,434,1290,3613,4,1,34,7856,33327,2642,33985,33333,33351,3,-122.65866499999998,45.511996667,18,0
03OCT2017:00:00:00,W,434,1290,3613,4,1,34,7856,33327,2642,33985,33370,33494,3,-122.65870829999999,45.512848333,124,0
03OCT2017:00:00:00,W,434,1290,3613,4,1,34,7856,33327,2642,33985,33643,33661,3,-122.66135829999999,45.512908333,18,0
03OCT2017:00:00:00,W,434,1290,3613,4,1,34,7856,33327,2642,33985,33747,33755,3,-122.6625883,45.512963333,8,0
03OCT2017:00:00:00,W,434,1290,3613,4,1,34,7856,33327,2642,33985,33871,33882,3,-122.6642783,45.512978333,11,0
03OCT2017:00:00:00,W,434,1490,3613,4,1,6,7856,51344,2642,51502,51360,51415,3,-122.6587033,45.512826667,55,0
04OCT2017:00:00:00,W,434,1290,3051,4,1,28,7856,33015,2642,33163,33038,33068,3,-122.65873500000001,45.512688333,30,0
04OCT2017:00:00:00,W,434,1490,3051,4,1,36,7856,51319,2642,51491,51325,51343,3,-122.6586883,45.51205,18,0
05OCT2017:00:00:00,W,434,1290,3008,4,1,42,7856,33149,2642,33301,33168,33205,3,-122.65872,45.512834999999995,37,0
05OCT2017:00:00:00,W,434,1490,3008,4,1,24,7856,50877,2642,51075,50894,50926,3,-122.65873,45.512828333,32,0
06OCT2017:00:00:00,W,434,1290,3048,4,1,23,7856,33362,2642,33513,33379,33417,3,-122.658745,45.512816666999996,38,0
06OCT2017:00:00:00,W,434,1490,3048,4,1,31,7856,50938,2642,51093,50953,50998,3,-122.6587317,45.512816666999996,45,0
09OCT2017:00:00:00,W,434,1290,2291,4,1,21,7856,32940,2642,33086,32963,32998,3,-122.658755,45.512846667,35,0
09OCT2017:00:00:00,W,434,1490,2291,4,1,17,7856,50937,2642,51142,50954,50986,3,-122.6587367,45.512861666999996,32,0
10OCT2017:00:00:00,W,434,1290,3628,4,1,0,7856,33299,2642,33575,33323,33346,3,-122.65870829999999,45.512825,23,0
